City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,er regueb,34.8593,9.7865,79.72,47,79,5.37,TN,1695171907
367,fort mcmurray,56.7268,-111.381,65.79,36,0,4.61,CA,1695171908
368,agat village,13.3886,144.6585,88.74,85,75,9.22,GU,1695171908
369,lerwick,60.1545,-1.1494,51.8,82,100,8.5,GB,1695171908
370,maralal,1.0968,36.698,62.01,72,98,3.49,KE,1695171908
371,san clemente del tuyu,-36.3569,-56.7235,52.99,83,100,16.67,AR,1695171909
372,mary,37.0,62.5,62.89,56,0,7.2,TM,1695171909
373,turiacu,-1.6633,-45.3717,75.67,93,4,4.38,BR,1695171697
374,hadibu,12.65,54.0333,79.29,83,32,15.23,YE,1695171909
375,la ronge,55.1001,-105.2842,62.85,36,75,6.91,CA,1695171909
376,tevriz,57.509,72.4042,47.89,98,28,4.03,RU,1695171909
377,chardara,41.2547,67.9692,65.52,50,56,4.25,KZ,1695171909
378,broken hill,-31.95,141.4333,73.08,29,0,12.77,AU,1695171910
379,kotel'nich,58.3089,48.348,40.15,84,39,6.46,RU,1695171910
380,buochs,46.974,8.4228,62.46,90,75,3.44,CH,1695171910
381,severo-yeniseyskiy,60.3725,93.0408,39.15,79,32,2.62,RU,1695171910
382,kamyzyak,46.11,48.0736,55.38,94,2,2.24,RU,1695171910
383,north logan,41.7694,-111.8047,74.68,50,75,4.61,US,1695171910
384,remire-montjoly,4.9167,-52.2667,77.04,94,0,2.3,GF,1695171910
385,camocim,-2.9022,-40.8411,79.48,79,23,15.1,BR,1695171911
386,surgut,61.25,73.4167,48.9,100,0,6.71,RU,1695171911
387,san fernando de apure,7.8878,-67.4724,76.33,90,11,2.55,VE,1695171911
388,morondava,-20.2833,44.2833,75.65,86,2,7.4,MG,1695171911
389,syumsi,57.1111,51.6149,40.44,79,38,4.43,RU,1695171911
390,crucecita,-28.95,-58.9833,58.84,91,100,5.19,AR,1695171911
391,antonio enes,-16.2325,39.9086,72.59,88,4,1.57,MZ,1695171741
392,waukee,41.6117,-93.8852,66.11,60,97,7.23,US,1695171755
393,funadhoo,6.15,73.2667,82.56,70,100,3.53,MV,1695171911
394,mokhsogollokh,61.4681,128.9203,39.04,50,0,3.85,RU,1695171912
395,hilo,19.7297,-155.09,85.28,70,100,4.61,US,1695171912
396,shar'ya,58.3686,45.5144,46.13,78,57,7.99,RU,1695171912
397,kiunga,-6.1219,141.2906,86.14,59,60,3.6,PG,1695171912
398,ondjiva,-17.0667,15.7333,71.64,16,0,4.61,AO,1695171912
399,mogadishu,2.0371,45.3438,77.45,87,100,14.27,SO,1695171676
400,capitao poco,-1.7464,-47.0594,73.78,90,15,4.74,BR,1695171912
401,kruisfontein,-34.0033,24.7314,58.89,83,100,7.09,ZA,1695171912
402,severodvinsk,64.5635,39.8302,52.54,91,100,16.17,RU,1695171913
403,pacific grove,36.6177,-121.9166,69.69,81,40,9.22,US,1695171913
404,porangatu,-13.4408,-49.1486,84.88,25,35,2.19,BR,1695171913
405,mil'kovo,55.6078,37.7956,59.41,65,12,9.44,RU,1695171913
406,camapua,-19.5314,-54.0439,82.78,43,38,4.92,BR,1695171913
407,chimore,-16.9833,-65.1333,73.6,90,100,1.99,BO,1695171913
408,salekhard,66.53,66.6019,44.01,83,100,21.85,RU,1695171913
409,zouerate,22.7187,-12.4521,85.66,33,9,15.9,MR,1695171914
410,eureka,40.8021,-124.1637,64.2,77,1,4.0,US,1695171914
411,mizhou,35.9947,119.3975,70.23,76,71,18.61,CN,1695171631
412,mount isa,-20.7333,139.5,89.37,29,6,6.91,AU,1695171914
413,dapa,9.7594,126.0531,83.53,74,14,2.39,PH,1695171914
414,tucurui,-3.7661,-49.6725,85.12,49,87,3.76,BR,1695171893
415,inirida,3.8653,-67.9239,75.34,95,97,3.0,CO,1695171635
416,yuncos,40.0909,-3.8879,69.44,52,4,3.62,ES,1695171914
417,paradip garh,20.3167,86.6167,81.25,84,98,3.83,IN,1695171914
418,belokurikha,51.9959,84.9896,50.61,82,5,4.47,RU,1695171915
419,aoulef,26.9667,1.0833,92.52,9,31,6.55,DZ,1695171915
420,sangueya,10.7,-14.3667,74.3,97,100,4.14,GN,1695171915
421,dowlatabad,32.7998,51.6955,56.88,41,0,4.61,IR,1695171739
422,sao joao da barra,-21.6403,-41.0511,75.29,83,0,20.18,BR,1695171915
423,sainte-anne-des-plaines,45.7647,-73.8116,62.22,71,91,6.58,CA,1695171915
424,al wajh,26.2455,36.4525,78.75,78,0,3.44,SA,1695171740
425,kuta,-8.7233,115.1723,78.75,88,40,5.99,ID,1695171791
426,dompu,-8.5356,118.4622,84.24,52,24,5.35,ID,1695171915
427,gulf shores,30.246,-87.7008,81.0,66,4,8.37,US,1695171843
428,roghun,38.7826,69.8708,57.43,48,64,1.68,TJ,1695171915
429,holualoa,19.6228,-155.9522,82.78,76,40,10.36,US,1695171916
430,suncho corral,-27.9336,-63.4294,60.28,68,3,8.37,AR,1695171916
431,lupao,15.8793,120.8983,82.94,77,20,2.75,PH,1695171916
432,guerrero negro,27.9769,-114.0611,69.94,70,6,17.96,MX,1695171916
433,kupang,-10.1667,123.5833,86.58,42,20,8.05,ID,1695171916
434,thinadhoo,0.5333,72.9333,82.47,77,93,13.51,MV,1695171836
435,kavaratti,10.5669,72.642,81.55,78,100,8.9,IN,1695171916
436,nishinoomote,30.7333,131.0,84.76,89,75,5.75,JP,1695171916
437,tarauaca,-8.1614,-70.7656,72.79,90,100,2.51,BR,1695171916
438,shalqar,47.8333,59.6,57.4,66,1,8.61,KZ,1695171917
439,cannonvale,-20.2833,148.7,76.39,67,15,6.58,AU,1695171917
440,pyetrykaw,52.1289,28.4921,58.84,84,100,10.16,BY,1695171917
441,yuzhno-kurilsk,44.0306,145.8556,68.0,64,100,10.42,RU,1695171917
442,vila franca do campo,37.7167,-25.4333,72.01,99,100,11.61,PT,1695171917
443,port saint john's,-31.6229,29.5448,64.36,88,0,6.8,ZA,1695171917
444,fuxin,42.0156,121.6589,65.3,50,2,9.24,CN,1695171917
445,reedsburg,43.5325,-90.0026,66.18,81,0,4.61,US,1695171917
446,kemise,10.7167,39.8667,70.34,63,99,5.5,ET,1695171918
447,ust'-uda,54.1742,103.0304,55.83,64,60,0.31,RU,1695171918
448,yeniseysk,58.4497,92.1703,45.95,83,67,1.99,RU,1695171918
449,nikolayevsk-on-amure,53.1406,140.73,41.47,73,100,17.4,RU,1695171918
450,novozavidovskiy,56.55,36.4333,57.52,61,0,10.22,RU,1695171918
451,bothaville,-27.3887,26.617,50.77,69,0,5.39,ZA,1695171918
452,asaita,11.5636,41.4394,90.36,36,71,6.38,ET,1695171918
453,sao jose da tapera,-9.5583,-37.3811,69.57,97,35,3.91,BR,1695171918
454,hotan,37.0997,79.9269,66.47,31,65,5.77,CN,1695171919
455,las lomitas,-24.7096,-60.593,68.86,65,4,7.11,AR,1695171919
456,ornskoldsvik,63.2909,18.7153,50.95,81,100,14.97,SE,1695171919
457,nyurba,63.2842,118.3319,34.43,98,100,4.18,RU,1695171919
458,cabrobo,-8.5142,-39.31,75.88,70,0,17.27,BR,1695171704
459,pisco,-13.7,-76.2167,64.45,88,40,12.66,PE,1695171919
460,nagato,34.3833,131.2,78.73,83,100,4.72,JP,1695171919
461,tarakan,3.3,117.6333,76.5,100,75,4.61,ID,1695171919
462,olavarria,-36.8927,-60.3225,46.18,72,100,10.31,AR,1695171919
463,bushehr,28.9684,50.8385,87.89,70,0,4.61,IR,1695171919
464,lata,40.1629,-8.3327,56.91,91,19,1.99,PT,1695171920
465,puerto carreno,6.189,-67.4859,78.44,78,18,2.44,CO,1695171920
466,pathein,16.7833,94.7333,78.33,94,100,5.77,MM,1695171920
467,akureyri,65.6835,-18.0878,44.53,76,100,13.8,IS,1695171920
468,novaya igirma,57.1334,103.9112,50.27,85,39,2.66,RU,1695171920
469,jihlava,49.3961,15.5912,55.11,87,100,4.76,CZ,1695171921
470,hammerfest,70.6634,23.6821,39.65,81,40,18.41,NO,1695171921
471,hinton,53.4001,-117.5857,49.91,60,100,5.95,CA,1695171815
472,bereznik,62.8551,42.7072,50.9,89,96,9.82,RU,1695171921
473,pingzhuang,42.0372,119.2889,63.86,37,0,7.47,CN,1695171921
474,namibe,-15.1961,12.1522,61.86,90,42,8.08,AO,1695171921
475,salalah,17.0151,54.0924,80.69,94,75,6.91,OM,1695171921
476,wajir,1.7471,40.0573,75.61,64,19,14.99,KE,1695171745
477,miguel ahumada,30.6167,-106.5167,86.99,25,4,7.16,MX,1695171921
478,molchanovo,57.5817,83.7692,50.4,91,93,3.74,RU,1695171921
479,mount gambier,-37.8333,140.7667,53.04,63,100,11.88,AU,1695171922
480,hami,42.8,93.45,67.28,20,4,4.25,CN,1695171922
481,orange walk,17.8333,-88.8333,79.27,82,7,5.01,BZ,1695171922
482,tazacorte,28.629,-17.9293,70.77,83,75,9.22,ES,1695171922
483,kurchum,48.5722,83.6542,58.24,48,100,4.63,KZ,1695171923
484,dhamar,14.5427,44.4051,63.3,46,12,5.7,YE,1695171923
485,tukrah,32.5341,20.5791,73.36,69,0,4.92,LY,1695171923
486,zapolyarnyy,69.4154,30.8136,38.48,82,100,17.43,RU,1695171923
487,tambo,-14.8,-73.9167,39.13,54,80,3.11,PE,1695171923
488,bondoukou,8.0333,-2.8,72.14,95,100,1.41,CI,1695171923
489,daye,30.0833,114.95,73.4,90,100,8.7,CN,1695171924
490,at taj,24.2049,23.2857,74.57,38,0,9.55,LY,1695171924
491,dolinsk,47.35,142.8,53.42,81,98,12.82,RU,1695171924
492,miquelon,47.0975,-56.3814,64.4,97,100,27.51,PM,1695171924
493,malanje,-9.5402,16.341,68.31,73,13,5.03,AO,1695171924
494,toliara,-23.35,43.6667,71.19,76,0,2.93,MG,1695171924
495,kismayo,-0.3582,42.5454,77.09,82,55,12.77,SO,1695171924
496,khorinsk,52.1657,109.7726,55.4,55,79,3.04,RU,1695171925
497,mata-utu,-13.2816,-176.1745,80.37,76,29,25.41,WF,1695171925
498,figeac,44.75,1.9167,55.09,71,0,3.36,FR,1695171925
499,skanor med falsterbo,55.4,12.85,64.38,85,100,31.23,SE,1695171925
500,coxim,-18.5067,-54.76,90.82,31,99,2.86,BR,1695171925
501,smithers,54.7804,-127.1743,52.12,71,40,4.61,CA,1695171925
502,pandharpur,17.6667,75.3333,74.89,81,78,8.81,IN,1695171925
503,harrisonville,38.6533,-94.3488,75.29,60,100,0.0,US,1695171925
504,governador dix sept rosado,-5.4589,-37.5208,79.61,66,2,12.91,BR,1695171925
505,ivancna gorica,45.9383,14.8044,62.69,99,16,0.6,SI,1695171926
506,prince rupert,54.3161,-130.3201,53.69,91,75,14.97,CA,1695171628
507,sao tome,0.3365,6.7273,78.84,94,75,6.91,ST,1695171926
508,mahbubnagar,16.7333,77.9833,73.78,84,92,5.99,IN,1695171927
509,khovd,48.0056,91.6419,50.81,46,0,3.49,MN,1695171927
510,amga,60.8953,131.9608,37.54,58,7,7.18,RU,1695171927
511,digne-les-bains,44.0833,6.25,57.63,78,100,2.08,FR,1695171927
512,rawai,7.7797,98.3253,85.98,72,89,8.32,TH,1695171927
513,pitiquito,30.7,-112.0833,92.05,20,0,15.93,MX,1695171927
514,nyakahanga,-1.6033,31.1414,60.24,86,8,2.06,TZ,1695171927
515,touros,-5.1989,-35.4608,75.85,89,47,13.29,BR,1695171927
516,owando,-0.4819,15.8999,73.49,84,82,0.98,CG,1695171927
517,yambio,4.5721,28.3955,67.68,97,100,3.06,SS,1695171928
518,zhosaly,45.4878,64.0781,60.33,65,10,11.83,KZ,1695171928
519,ambon,-3.6954,128.1814,80.74,78,40,5.75,ID,1695171928
520,ghadamis,30.1337,9.5007,79.97,27,51,12.68,LY,1695171928
521,quixada,-4.9714,-39.0153,80.67,56,26,5.37,BR,1695171750
522,platteville,42.7342,-90.4785,68.86,79,40,6.91,US,1695171928
523,luena,-11.7833,19.9167,71.78,60,0,6.91,AO,1695171928
524,cox's bazar,21.4532,91.9798,79.56,87,100,18.01,BD,1695171928
525,sungai penuh,-2.0833,101.3833,69.58,89,62,1.5,ID,1695171928
526,el jadid,33.2549,-8.506,69.6,74,0,9.15,MA,1695171670
527,alice springs,-23.7,133.8833,87.35,12,54,11.5,AU,1695171929
528,warrenton,-28.114,24.8475,47.3,19,90,1.14,ZA,1695171929
529,paita,-5.0892,-81.1144,68.43,85,47,14.12,PE,1695171929
530,matane,48.8286,-67.522,53.17,96,100,25.21,CA,1695171794
531,conceicao do araguaia,-8.2578,-49.2647,88.52,30,85,3.06,BR,1695171929
532,aripuana,-9.1667,-60.6333,78.17,67,11,2.33,BR,1695171929
533,evanston,42.0411,-87.6901,65.1,85,100,5.01,US,1695171930
534,wau,7.7029,27.9953,72.05,91,100,3.53,SS,1695171930
535,puerto baquerizo moreno,-0.9,-89.6,74.39,88,40,11.5,EC,1695171758
536,bulgan,48.8125,103.5347,48.76,67,7,2.48,MN,1695171930
537,joacaba,-27.1781,-51.5047,66.56,99,81,3.62,BR,1695171930
538,yulinshi,38.2906,109.7494,64.65,31,100,4.14,CN,1695171930
539,chonchi,-42.6128,-73.8092,40.12,88,0,2.84,CL,1695171930
540,concepcion,-36.827,-73.0498,53.4,71,0,10.36,CL,1695171930
541,same,-4.0667,37.7333,65.73,88,0,1.68,TZ,1695171930
542,robertsport,6.7533,-11.3686,77.54,86,72,3.6,LR,1695171930
543,dzuunmod,48.2199,97.3744,45.36,50,100,4.32,MN,1695171931
544,arno,60.1167,18.6333,54.79,90,100,12.37,SE,1695171931
545,sovetskaya gavan',48.9723,140.2878,49.42,66,100,16.26,RU,1695171931
546,bayji,34.9311,43.487,82.58,22,0,8.81,IQ,1695171931
547,buala,-8.145,159.5921,84.2,75,70,11.45,SB,1695171931
548,kiffa,16.6166,-11.4045,92.57,41,10,11.65,MR,1695171931
549,andergrove,-21.0833,149.1833,84.65,67,13,5.46,AU,1695171931
550,chamical,-30.36,-66.314,61.59,38,0,5.23,AR,1695171931
551,mili,6.0815,171.735,83.1,76,100,5.97,MH,1695171932
552,rio grande,-32.035,-52.0986,64.51,97,100,18.1,BR,1695171705
553,san borja,-14.8167,-66.85,73.83,90,100,2.89,BO,1695171932
554,quellon,-43.1167,-73.6167,40.51,72,1,11.5,CL,1695171932
555,naxos,37.1056,25.3764,73.31,75,2,17.0,GR,1695171932
556,burang,30.25,81.1667,46.27,81,77,1.63,CN,1695171932
557,ono,34.85,134.9333,84.81,68,100,5.3,JP,1695171932
558,waddan,29.1614,16.139,72.82,63,31,6.29,LY,1695171932
559,tauranga,-37.6861,176.1667,73.15,58,10,5.99,NZ,1695171661
560,louis trichardt,-23.0439,29.9032,64.29,57,41,3.71,ZA,1695171933
